   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.53987,             0.38444,             0.35545,             0.27275,            0.015775,           0.0061355,             0.04683,             0.00872,             0.08632,             0.95956,             0.00035,              3.4555,             0.53153,             0.08732,             0.03787,             0.23389,               1.195,             0.49125,               1.251,                 0.2,              3.3046,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.77945,              0.2869,             0.38658,             0.29493,            0.014642,           0.0057412,            0.044796,             0.00874,             0.08403,             0.96006,             0.00034,              3.4409,             0.53153,             0.08749,             0.03696,             0.22512,               1.244,             0.48323,              1.2722,                 0.2,              3.3487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.60503,             0.42395,             0.50903,             0.37342,            0.016885,           0.0071651,            0.049778,             0.00948,             0.09526,             0.94392,             0.00032,               3.182,             0.55174,             0.09388,             0.03918,             0.25066,              1.2933,             0.53547,               1.251,                 0.2,              3.1477,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.38139,             0.41667,             0.27601,             0.19424,            0.015457,           0.0070625,            0.042458,             0.01002,             0.08403,             0.93183,             0.00032,              3.9494,             0.54449,             0.08749,             0.03894,             0.22512,              1.0582,             0.54149,               1.323,                 0.2,              3.3139,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.2794
             0.55925,              0.3348,             0.33482,              0.2396,            0.016195,           0.0068604,            0.044387,             0.00767,             0.07951,             0.90308,             0.00039,               3.158,             0.52516,             0.06291,             0.03864,                 0.2,              1.3262,             0.42032,              1.2722,                 0.2,              3.3487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
              0.3219,             0.46236,             0.36791,             0.28751,            0.014958,           0.0058235,            0.046408,             0.00852,             0.08659,             0.96529,             0.00035,               3.455,             0.53153,             0.08784,               0.037,             0.23348,               1.244,             0.50619,              1.2508,                 0.2,              3.3808,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.0149
             0.52482,             0.26503,             0.13308,             0.10639,            0.021684,           0.0078332,            0.048669,             0.00987,             0.07069,                0.98,             0.00048,              2.7506,                0.95,              0.0805,             0.05836,             0.31688,             0.76839,             0.68324,              1.0215,                 0.2,              3.6496,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              3.2854
             0.60708,             0.40845,             0.47166,             0.36271,             0.01945,           0.0087269,            0.060078,             0.00976,             0.07216,             0.97419,              0.0005,              3.1997,             0.83809,             0.06562,             0.04753,             0.31688,              1.3454,             0.63575,              1.2135,                 0.2,              4.0307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.7447
             0.46513,              0.3282,             0.24807,             0.18834,            0.022529,            0.010959,            0.054998,             0.00935,             0.06391,                0.98,             0.00033,                3.09,             0.85468,             0.06791,             0.05633,             0.24446,              1.3454,             0.63575,               1.442,                 0.2,              4.7568,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.2216
             0.73827,             0.57051,             0.67494,             0.47971,            0.025366,            0.009378,            0.060063,             0.01022,             0.07388,                0.98,              0.0004,              3.8701,             0.76289,             0.06562,             0.04812,             0.35124,               1.592,             0.63575,              1.4435,                 0.2,              3.1886,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.1849
