   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
               0.111,             0.31845,            0.086331,            0.064019,            0.020768,            0.019196,            0.092613,             0.01059,             0.01045,             0.95297,             0.00046,              3.0416,             0.88625,               0.093,              0.0372,             0.42703,              1.0946,              1.0287,             0.96259,                 0.2,                   4,                   0,             0.01375,             0.56148,                 0.4,                   0,             0.10071,             0.36329,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3702
            0.015954,             0.76866,            0.050862,             0.03692,            0.019691,            0.020185,             0.09855,              0.0106,             0.01099,              0.9717,             0.00045,                   3,             0.92105,              0.1028,             0.03714,             0.45242,              1.0965,              1.0268,             0.97976,                 0.2,               3.982,                   0,             0.01396,             0.55562,             0.40029,                   0,             0.10047,             0.39575,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0399
            0.071859,             0.50686,            0.066461,            0.048015,            0.018769,            0.021917,            0.089843,             0.00819,             0.01097,                0.98,             0.00048,              2.6914,                0.95,             0.10808,             0.03422,             0.45996,             0.96531,               1.218,             0.87633,                 0.2,              3.9465,                   0,             0.01467,             0.53845,             0.42085,                   0,             0.11953,             0.38996,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0326
            0.017972,             0.52079,            0.064919,            0.055022,            0.018845,            0.021393,             0.06755,             0.01014,             0.01097,             0.95794,              0.0005,                   3,                0.95,              0.1028,              0.0372,             0.44558,             0.71908,              1.0402,              0.7845,                 0.2,              3.5263,                   0,             0.01307,             0.55562,              0.2814,                   0,                 0.1,             0.41901,                   0,                   0,                   0,                 0.5,             0.75994,                   0,                   0,              5.0631
            0.015584,             0.81515,            0.050924,            0.034529,            0.018471,            0.020642,             0.10429,             0.00936,             0.01152,             0.97247,             0.00051,              2.8932,             0.91579,             0.10426,             0.03161,              0.4651,              1.1311,               1.103,             0.97976,                 0.2,              3.9349,                   0,             0.01671,             0.55562,             0.45224,                   0,                 0.1,              0.4614,                   0,                   0,                   0,                 0.5,             0.86677,                   0,                   0,              4.0326
            0.090334,             0.30909,            0.072574,            0.053658,            0.022768,            0.017615,             0.12921,             0.00985,             0.01149,                0.98,             0.00052,                   3,             0.92039,             0.11476,              0.0372,             0.45924,              1.4716,             0.69393,             0.93006,                 0.2,                   4,                   0,             0.01458,              0.5095,             0.34323,                   0,                 0.1,             0.43177,                   0,                   0,                   0,                 0.5,              0.7633,                   0,                   0,              2.9586
            0.057642,             0.35758,             0.05847,            0.044017,             0.02176,            0.023162,             0.09887,             0.01061,                0.01,             0.94919,             0.00045,              2.7826,             0.88696,              0.1028,             0.04208,             0.44892,               1.115,             0.93457,             0.97976,                 0.2,              3.0908,                   0,             0.01208,             0.65135,             0.46895,                   0,              0.1194,             0.41156,                   0,                   0,                   0,                 0.5,             0.92708,                   0,                   0,              4.5279
             0.18814,             0.20303,            0.066142,            0.046722,            0.020054,            0.020475,            0.096963,             0.01064,             0.01097,             0.97185,             0.00045,                   3,             0.92179,             0.10209,             0.03724,             0.44892,              1.0875,              1.0215,             0.99228,                 0.2,              4.0209,                   0,             0.01395,             0.54351,             0.39948,                   0,             0.09941,             0.39782,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0326
             0.18073,             0.31515,            0.069923,            0.051542,            0.020791,            0.020933,            0.097267,             0.01066,             0.01097,                0.98,             0.00045,              2.9021,             0.92039,             0.10177,             0.03792,             0.44892,              1.0946,             0.98948,             0.97338,                 0.2,                   4,                   0,             0.01418,             0.55719,             0.39022,                   0,             0.10124,             0.39575,                   0,                   0,                   0,                 0.5,             0.98327,                   0,                   0,              4.0902
            0.037717,             0.26364,            0.078707,            0.057281,            0.022518,            0.025948,             0.11286,             0.01248,             0.01097,             0.95957,             0.00054,                   3,             0.75478,              0.1028,             0.04258,             0.43256,              1.3385,              1.0287,              1.1566,                 0.2,              3.5912,                   0,             0.01285,             0.55067,             0.40726,                   0,             0.09944,             0.41835,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5314
             0.07672,             0.37348,            0.070192,            0.048642,            0.020315,             0.02581,             0.11317,             0.01254,                0.01,             0.90467,             0.00038,              3.2554,                0.95,             0.14486,             0.03742,             0.44892,              1.2902,              1.2698,             0.97976,                 0.2,              3.3301,                   0,             0.01166,             0.50244,                 0.4,                   0,              0.1109,             0.49059,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              6.4745
            0.017995,             0.51256,            0.065028,            0.043337,             0.02213,            0.021483,            0.086286,             0.01074,                0.01,                0.98,             0.00045,              2.6474,                0.95,              0.0902,              0.0372,             0.42583,              1.0039,              1.0307,             0.89667,                 0.2,              4.7604,                   0,             0.01352,             0.57481,             0.43467,                   0,              0.1095,             0.47008,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.7471
             0.01814,             0.51515,            0.076912,            0.056064,            0.020406,            0.022216,            0.092227,             0.01069,             0.01084,              0.9669,             0.00045,                   3,             0.85297,             0.09661,              0.0376,             0.42624,              1.0874,              1.0312,              1.0032,                 0.2,              3.8345,                   0,             0.01392,             0.55522,              0.3811,                   0,             0.09747,             0.39373,                   0,                   0,                   0,                 0.5,             0.95444,                   0,                   0,              4.4212
             0.01644,                 0.8,            0.063452,            0.040678,            0.016687,             0.02173,             0.11747,             0.00942,             0.01097,             0.97247,             0.00054,               2.895,                0.95,              0.1028,             0.02644,             0.44892,              1.3434,              1.3867,              1.0441,                 0.2,              4.7046,                   0,             0.01392,             0.63377,             0.45958,                   0,             0.11348,             0.39575,                   0,                   0,                   0,                 0.5,             0.80099,                   0,                   0,              4.5903
            0.038818,             0.50909,            0.083324,            0.053798,            0.019449,            0.026115,             0.11175,             0.00961,             0.01068,             0.96017,             0.00045,              3.4147,             0.72843,             0.07861,             0.03498,             0.49477,              1.1392,              1.0287,              1.0217,                 0.2,              3.6496,                   0,             0.01549,             0.60126,             0.32472,                   0,             0.09085,             0.34128,                   0,                   0,                   0,                 0.5,             0.86263,                   0,                   0,              5.5004
             0.18334,              0.2639,             0.04972,            0.037567,            0.019688,            0.020016,            0.098633,             0.01088,             0.01097,             0.97189,             0.00045,              2.9738,             0.90819,             0.09566,             0.03545,              0.4483,              1.1123,               1.016,             0.92834,                 0.2,              3.8483,                   0,             0.01368,             0.55276,              0.4182,                   0,             0.10011,             0.39892,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1179
            0.015017,             0.70606,            0.052916,            0.038443,            0.020891,            0.023921,            0.093783,              0.0086,             0.01008,             0.97247,             0.00051,              3.0645,             0.83147,             0.09939,              0.0372,             0.46012,              1.0128,              1.0287,              1.1169,                 0.2,              3.7808,                   0,             0.01405,              0.6215,             0.44486,                   0,             0.09952,             0.39575,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1206
            0.018333,             0.45758,            0.062316,            0.043872,            0.024163,            0.024767,             0.12134,             0.00841,                0.01,             0.97247,             0.00057,              3.0803,             0.73057,             0.11603,             0.04124,             0.51689,              1.1908,              1.1223,             0.76685,                 0.2,              4.6874,                   0,              0.0175,             0.55562,                 0.4,                   0,             0.12731,             0.33664,                   0,                   0,                   0,                 0.5,             0.91439,                   0,                   0,              4.0326
            0.016696,             0.80881,            0.081334,            0.055009,             0.02065,            0.022047,            0.098158,             0.00992,             0.01317,                0.98,             0.00037,              3.8378,             0.88344,              0.1028,             0.03879,             0.44892,              1.0946,              1.0399,             0.97976,                 0.2,              4.1217,                   0,             0.01392,             0.59754,                 0.4,                   0,             0.09663,             0.50922,                   0,                   0,                   0,                 0.5,             0.99437,                   0,                   0,              5.0835
            0.034125,             0.36591,            0.055605,            0.043848,            0.021313,            0.020294,            0.099542,             0.01064,             0.01097,             0.97782,             0.00047,              3.0765,               0.891,             0.10477,             0.03793,             0.43587,              1.1568,              0.9991,              1.0301,                 0.2,               3.997,                   0,             0.01475,             0.55562,             0.40912,                   0,              0.1023,             0.39509,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.2455
            0.072944,             0.27999,            0.070034,            0.052893,            0.021938,            0.017543,             0.10688,             0.00766,             0.01279,                0.98,             0.00039,              2.5957,                0.95,             0.06312,             0.04167,              0.4874,              1.0946,             0.94991,               1.016,                 0.2,               4.009,                   0,             0.01392,             0.58134,             0.35377,                   0,                 0.1,             0.35133,                   0,                   0,                   0,                 0.5,             0.75798,                   0,                   0,              2.0744
             0.14938,             0.22639,            0.063107,            0.046236,            0.021004,            0.021032,             0.10118,             0.00703,                0.01,             0.97247,             0.00039,                   3,                0.95,             0.09225,             0.03986,             0.50642,              0.9937,             0.77961,             0.85228,                 0.2,              4.0937,                   0,             0.01392,             0.57132,             0.35071,                   0,             0.11007,             0.34744,                   0,                   0,                   0,                 0.5,             0.88595,                   0,                   0,              4.3367
            0.015736,             0.67141,            0.051907,            0.035298,            0.021182,            0.018272,            0.092558,             0.01101,             0.01168,                0.98,             0.00045,              2.8205,             0.93262,              0.1028,             0.03641,             0.44892,              1.0266,              1.0203,              1.0162,                 0.2,              4.4543,                   0,             0.01412,             0.56323,             0.38504,                   0,              0.1036,             0.39542,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.3454
            0.058297,             0.66031,            0.094528,              0.0662,            0.021045,             0.01832,             0.12966,             0.01064,                0.01,             0.97271,             0.00048,              2.4372,                0.95,             0.08341,             0.03581,              0.5104,              1.3213,              1.2024,             0.97976,                 0.2,              4.4485,                   0,             0.01392,             0.53011,             0.36989,                   0,             0.10171,             0.39974,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.046
             0.12914,                 0.2,             0.07253,            0.055441,            0.021631,            0.018477,            0.092562,             0.01059,             0.01024,             0.94901,             0.00046,              3.0833,             0.85946,             0.09466,              0.0372,              0.4309,              1.0809,              1.0337,             0.95903,                 0.2,              3.9777,                   0,             0.01379,             0.56005,              0.4064,                   0,             0.10266,             0.36329,                   0,                   0,                   0,                 0.5,             0.99243,                   0,                   0,              3.4107
             0.26786,             0.20582,            0.093473,            0.069768,            0.019828,            0.018951,            0.091338,             0.01109,              0.0105,             0.95297,             0.00046,              2.9897,             0.88759,             0.09151,             0.03571,             0.42945,              1.0695,               1.078,             0.91652,                 0.2,              3.9627,                   0,             0.01354,             0.56148,               0.398,                   0,             0.10059,             0.36463,                   0,                   0,                   0,                 0.5,             0.93391,                   0,                   0,              3.4209
            0.016819,             0.78788,            0.063155,             0.04589,            0.018757,            0.017471,             0.09432,             0.01128,             0.01058,             0.95297,             0.00046,              3.0416,             0.92408,               0.093,             0.03512,             0.43639,               1.093,              1.0601,             0.96259,                 0.2,              4.1432,                   0,             0.01393,             0.55543,             0.41176,                   0,             0.10071,             0.36037,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4388
             0.01597,              0.5303,            0.068355,            0.049839,            0.019608,            0.023464,            0.092965,             0.00889,             0.01045,             0.95297,             0.00047,              3.1769,             0.88625,             0.09039,              0.0372,             0.42703,              1.0946,              1.0855,             0.96259,                 0.2,              3.2416,                   0,             0.01054,             0.56148,              0.3686,                   0,             0.09066,             0.34492,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.2998
            0.013648,                 0.6,            0.072539,            0.057187,            0.021447,            0.015355,             0.12025,             0.01194,             0.01045,                0.98,             0.00052,              2.8466,             0.70211,             0.10503,             0.03968,             0.55911,              1.0946,             0.66191,             0.77645,                 0.2,              3.9193,                   0,             0.01331,             0.56148,             0.42327,                   0,             0.10983,             0.36329,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3702
            0.016562,             0.73191,            0.072229,            0.054315,            0.018326,            0.018197,            0.093169,             0.01092,                0.01,             0.95479,             0.00047,               3.166,             0.88625,              0.1025,             0.03548,             0.44246,              1.0593,             0.91509,             0.88558,                 0.2,              4.2144,                   0,             0.01375,             0.60535,             0.39694,                   0,             0.10546,              0.3492,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9806
             0.52718,             0.15349,              0.1098,             0.07889,            0.022949,            0.018695,            0.086539,             0.01117,             0.01045,             0.95297,             0.00043,              2.7987,             0.73695,             0.09455,             0.03821,              0.3968,              1.0946,               1.086,             0.96249,                 0.2,              3.9586,                   0,             0.01224,             0.58922,             0.44273,                   0,             0.10071,             0.36329,                   0,                   0,                   0,                 0.5,             0.98612,                   0,                   0,              3.3702
            0.015745,             0.70606,            0.093041,            0.073139,            0.020147,            0.018799,             0.14789,             0.01055,             0.01045,              0.9713,             0.00058,              2.7238,             0.93409,             0.07795,              0.0361,             0.53911,              1.4562,              1.1289,             0.76805,                 0.2,              3.6035,                   0,              0.0128,             0.73216,             0.38169,                   0,              0.1091,             0.40579,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2346
            0.016256,                 0.7,            0.068017,            0.048668,            0.013806,            0.017236,            0.083436,             0.00928,                0.01,             0.95297,             0.00055,              2.9897,             0.88759,             0.10665,             0.02331,             0.38804,              1.0695,              1.1639,             0.86156,                 0.2,              3.9627,                   0,             0.01353,             0.59933,             0.41299,                   0,             0.12516,             0.40868,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7479
             0.20739,             0.20909,             0.07311,             0.04932,            0.019163,             0.01901,            0.079034,             0.01155,             0.01363,                0.98,             0.00039,              2.1942,                0.95,             0.10336,             0.03287,             0.36194,              1.0862,              1.3685,              1.0183,                 0.2,              4.6786,                   0,             0.01354,             0.48775,             0.42319,                   0,             0.10873,             0.33187,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.8578
            0.016298,             0.77576,            0.073316,            0.054428,            0.021533,            0.024929,            0.084442,              0.0103,              0.0105,             0.97447,             0.00041,               2.831,             0.86576,             0.09028,             0.03955,             0.41788,              1.0013,              1.2434,             0.92649,                 0.2,              3.9627,                   0,             0.01354,             0.44093,             0.38267,                   0,             0.12422,             0.32509,                   0,                   0,                   0,                 0.5,             0.88024,                   0,                   0,              3.9711
            0.017996,             0.48492,            0.052625,            0.037044,            0.017645,            0.018246,            0.078505,             0.01109,              0.0119,             0.94287,             0.00045,              2.5452,             0.85092,             0.06555,             0.03404,             0.42945,             0.89443,               1.026,              1.0268,                 0.2,              4.3238,                   0,             0.01345,             0.53045,              0.3947,                   0,             0.09473,             0.37091,                   0,                   0,                   0,                 0.5,             0.93391,                   0,                   0,              3.1865
             0.44283,            0.098185,            0.078676,             0.05671,            0.020817,            0.018697,            0.090693,             0.01109,             0.01048,             0.94913,             0.00044,              3.2124,             0.85085,             0.09356,             0.03661,             0.43291,              1.0494,              1.0809,              1.0459,                 0.2,              3.9627,                   0,             0.01384,             0.56148,             0.36246,                   0,              0.1039,             0.34826,                   0,                   0,                   0,                 0.5,             0.96867,                   0,                   0,              3.3401
            0.017839,             0.81818,            0.044068,            0.030161,            0.026534,             0.02604,            0.072063,             0.01242,                0.01,             0.97955,             0.00038,              2.9897,             0.88759,             0.09151,             0.04673,             0.41791,             0.83213,              1.2223,              1.0378,                 0.2,               4.091,                   0,             0.01109,             0.58882,             0.32061,                   0,             0.10059,             0.34594,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.5558
             0.73472,            0.063636,            0.076913,            0.052685,            0.021843,            0.017633,            0.087387,             0.01109,              0.0105,             0.95297,             0.00043,              3.2858,             0.83846,             0.10513,             0.03448,             0.39997,              1.1024,              1.1324,             0.94803,                 0.2,              4.0975,                   0,             0.01332,              0.5177,             0.38213,                   0,             0.10059,             0.36463,                   0,                   0,                   0,                 0.5,             0.84031,                   0,                   0,              3.4209
            0.015651,             0.62121,            0.062285,            0.047382,            0.018249,            0.021506,            0.098136,             0.01116,                0.01,             0.89735,             0.00054,              2.5913,             0.81344,              0.0795,             0.03456,             0.42981,              1.1581,               1.078,             0.91744,                 0.2,              3.7503,                   0,             0.01231,             0.39224,             0.38557,                   0,             0.10468,             0.31075,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4209
            0.016226,             0.42343,            0.077785,            0.054908,            0.020868,            0.025011,            0.092346,             0.01109,             0.01101,             0.89761,             0.00046,              2.4629,             0.82607,             0.09151,             0.03791,             0.42084,              1.1016,             0.98167,             0.97991,                 0.2,              4.0266,                   0,             0.01461,             0.53281,               0.398,                   0,             0.10258,             0.37047,                   0,                   0,                   0,                 0.5,             0.92747,                   0,                   0,              3.7997
            0.016146,             0.63192,            0.064923,            0.048723,            0.017217,            0.022184,            0.091852,             0.01128,             0.01062,             0.95072,             0.00047,              3.0817,             0.89982,             0.08963,             0.03441,             0.42889,              1.0695,               1.078,              0.8699,                 0.2,              3.6436,                   0,             0.01267,             0.59955,             0.44221,                   0,             0.10376,             0.32737,                   0,                   0,                   0,                 0.5,              0.9338,                   0,                   0,              3.9214
            0.038251,             0.48485,            0.058266,            0.044639,            0.017372,            0.020608,            0.088443,             0.01123,              0.0105,             0.92879,             0.00046,              3.2988,             0.89955,              0.0841,             0.03216,             0.43602,              1.0105,               1.078,             0.95373,                 0.2,              3.9104,                   0,             0.01319,             0.52607,               0.398,                   0,             0.08958,             0.36776,                   0,                   0,                   0,                 0.5,             0.91326,                   0,                   0,              4.0648
             0.10939,             0.25439,            0.074125,            0.056559,            0.019945,             0.02006,            0.092166,             0.01109,             0.01123,             0.95297,              0.0004,              3.1379,             0.85358,             0.08723,             0.03857,             0.41129,              1.1414,               0.975,             0.99784,                 0.2,              3.3834,                   0,             0.01315,             0.49485,             0.36726,                   0,             0.11735,             0.36463,                   0,                   0,                   0,                 0.5,             0.91496,                   0,                   0,              3.4625
             0.11151,             0.29019,             0.07552,            0.054703,              0.0187,            0.019021,            0.091271,             0.01111,             0.01046,             0.95362,             0.00046,               2.977,             0.88759,             0.09105,             0.03563,             0.42728,              1.0765,              1.0777,             0.91585,                 0.2,              3.9443,                   0,             0.01359,             0.56185,              0.3961,                   0,             0.10002,             0.36546,                   0,                   0,                   0,                 0.5,             0.93391,                   0,                   0,              3.4188
             0.01666,             0.64107,            0.074924,            0.052681,             0.01851,            0.016259,            0.079952,             0.01132,                0.01,                0.98,             0.00046,               2.216,             0.82514,             0.09647,             0.03292,             0.42683,             0.91669,              1.2134,              0.9458,                 0.2,               4.124,                   0,             0.01227,             0.62424,             0.38733,                   0,             0.10059,             0.32407,                   0,                   0,                   0,                 0.5,             0.89306,                   0,                   0,              3.4209
            0.053799,             0.43566,            0.084466,            0.058849,            0.015981,            0.014658,            0.058829,             0.01146,             0.01014,             0.88118,             0.00046,              2.9897,                0.95,             0.10793,             0.02929,             0.26615,               1.102,             0.96333,             0.91652,                 0.2,              3.9627,                   0,             0.00995,             0.61492,               0.303,                   0,              0.0866,              0.3519,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
            0.016148,             0.66061,            0.047754,            0.029345,            0.021685,            0.020408,             0.10132,             0.00938,             0.01207,                0.98,             0.00051,              2.6984,             0.86252,             0.10303,             0.03571,             0.50009,             0.99484,              1.2446,               1.123,                 0.2,              4.5698,                   0,             0.01354,             0.53669,             0.40293,                   0,             0.10059,             0.35777,                   0,                   0,                   0,                 0.5,             0.93391,                   0,                   0,              4.1262
             0.39738,             0.19996,            0.069317,             0.05121,            0.019362,            0.018312,            0.091409,             0.01144,              0.0105,              0.9468,             0.00046,               2.915,             0.91116,              0.0915,             0.03639,             0.43033,              1.0649,              1.0529,             0.93201,                 0.2,              3.8599,                   0,             0.01395,             0.56148,             0.40323,                   0,             0.10074,             0.36463,                   0,                   0,                   0,                 0.5,             0.95272,                   0,                   0,              3.4209
            0.015436,             0.72121,              0.0725,            0.053668,              0.0198,            0.018054,            0.087967,             0.01119,             0.01069,             0.94566,             0.00046,              3.0939,             0.88759,             0.09337,              0.0355,              0.4247,              1.0407,              1.0343,             0.91652,                 0.2,              3.9627,                   0,             0.01354,             0.55199,               0.398,                   0,             0.10059,             0.37051,                   0,                   0,                   0,                 0.5,             0.91349,                   0,                   0,              3.4209
            0.017344,             0.55013,            0.074538,            0.057872,            0.022887,            0.022211,             0.11531,              0.0075,                0.01,             0.95297,             0.00057,              3.3641,                0.95,             0.07781,             0.03638,             0.49327,              1.1884,              1.1711,              1.0115,                 0.2,              4.1265,                   0,             0.01052,             0.47871,             0.36152,                   0,             0.10515,             0.30718,                   0,                   0,                   0,                 0.5,             0.76041,                   0,                   0,              3.4209
             0.20742,             0.25758,            0.069459,            0.051923,            0.018842,            0.017161,            0.099951,             0.01091,              0.0102,             0.95297,             0.00047,              3.0238,             0.88759,             0.09151,               0.036,             0.46901,              1.0742,              1.0911,             0.91652,                 0.2,              4.2471,                   0,             0.01354,             0.56149,             0.39089,                   0,             0.10059,             0.34931,                   0,                   0,                   0,                 0.5,             0.94767,                   0,                   0,              3.2014
            0.015971,             0.82121,            0.053959,            0.038358,            0.020987,            0.024527,             0.10605,              0.0111,                0.01,             0.91292,             0.00052,              3.6476,             0.84366,             0.07461,             0.03571,             0.42945,              1.2529,               1.078,             0.92914,                 0.2,              5.2912,                   0,             0.01307,             0.47979,             0.39318,                   0,             0.14345,             0.37216,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.1267
            0.015661,             0.69754,            0.053115,            0.038375,            0.018544,            0.021997,              0.0835,             0.01153,             0.01016,             0.95297,             0.00044,              2.9897,             0.83451,             0.09151,             0.03439,             0.42064,             0.98192,              1.0762,             0.91895,                 0.2,              3.9715,                   0,             0.01434,              0.5478,               0.398,                   0,             0.09907,             0.36463,                   0,                   0,                   0,                 0.5,             0.93391,                   0,                   0,              3.8367
            0.015867,             0.77576,            0.072112,            0.050767,            0.018759,            0.017435,            0.080107,             0.01087,             0.01048,             0.96296,             0.00046,              2.9374,             0.87154,             0.09377,             0.03741,             0.38916,              1.0259,              1.0177,             0.91553,                 0.2,              4.0918,                   0,             0.01294,             0.56148,             0.40711,                   0,             0.10702,             0.36375,                   0,                   0,                   0,                 0.5,             0.94276,                   0,                   0,              3.4209
            0.018346,             0.57866,            0.065431,            0.049161,            0.018355,            0.018527,            0.091312,             0.01103,              0.0105,             0.95397,             0.00046,              2.9969,             0.88579,             0.09063,             0.03563,             0.42945,              1.0698,               1.078,             0.91598,                 0.2,              3.9889,                   0,             0.01338,              0.5629,               0.398,                   0,             0.10024,             0.36381,                   0,                   0,                   0,                 0.5,             0.92782,                   0,                   0,              3.3947
            0.016854,             0.74242,            0.078111,            0.053631,            0.019787,            0.017055,            0.093605,             0.01152,             0.01077,             0.95297,             0.00047,              3.0179,             0.88759,             0.09299,             0.03605,             0.43759,               1.077,              1.1271,             0.92498,                 0.2,              3.8576,                   0,              0.0137,             0.53795,             0.39898,                   0,             0.09959,             0.36463,                   0,                   0,                   0,                 0.5,             0.92386,                   0,                   0,               3.454
