   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.34648,             0.20377,             0.10137,            0.080862,            0.020513,            0.014321,             0.12914,             0.00946,              0.0108,             0.93455,             0.00055,              4.0097,             0.86373,             0.10208,             0.05005,             0.55503,              1.1883,              1.1154,              1.1987,                 0.2,              4.3958,                   0,             0.01376,                 0.9,             0.40585,                   0,             0.08345,             0.36423,                   0,                   0,                   0,                 0.5,             0.81862,                   0,                   0,              4.7114
             0.32286,             0.27223,             0.11718,            0.097002,            0.017756,            0.012786,             0.12168,             0.00893,              0.0114,             0.93762,             0.00049,              3.2498,             0.84875,             0.10755,             0.04823,              0.5265,              1.1883,              1.1485,              1.0535,                 0.2,              4.0656,                   0,             0.01335,                 0.9,             0.41646,                   0,             0.08477,             0.43425,                   0,                   0,                   0,                 0.5,             0.91881,                   0,                   0,              3.3413
            0.038419,             0.51907,            0.086673,            0.067961,            0.019269,            0.013001,            0.095225,             0.00885,                0.01,             0.88888,              0.0005,              2.7963,             0.93974,              0.1189,             0.04958,             0.46703,              1.0163,              1.0806,              1.0048,                 0.2,              4.8471,                   0,             0.01609,             0.70716,             0.39924,                   0,             0.08557,             0.46274,                   0,                   0,                   0,                 0.5,             0.93335,                   0,                   0,              3.3175
            0.083887,             0.50118,            0.072081,            0.058775,            0.019237,            0.014122,            0.080629,             0.00892,                0.01,             0.89335,             0.00051,              3.2589,             0.94348,             0.12803,             0.04975,             0.45034,             0.88311,               1.274,              1.0847,                 0.2,              5.7542,                   0,             0.01658,             0.69541,             0.41953,                   0,             0.08391,             0.49777,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.2776
            0.020707,             0.79697,             0.05778,            0.048332,            0.018215,            0.013527,            0.097585,              0.0097,             0.01047,             0.88348,             0.00046,              2.6893,             0.80832,             0.13479,             0.04397,             0.48564,             0.99358,              1.0496,              1.1049,                 0.2,               4.686,                   0,             0.01601,             0.76913,             0.39924,                   0,             0.08707,             0.50345,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.8997
             0.21103,             0.32211,            0.071468,            0.056157,            0.014095,            0.011059,             0.10595,             0.01095,                0.01,             0.88047,             0.00051,              2.7313,                0.95,             0.15734,             0.03533,              0.5578,             0.95457,              1.0487,              1.0048,                 0.2,              4.7961,                   0,             0.01709,             0.50251,             0.39924,                   0,             0.10161,             0.49826,                   0,                   0,                   0,                 0.5,             0.94443,                   0,                   0,              2.2529
            0.039248,             0.38182,            0.090118,            0.074861,            0.019464,            0.010781,            0.091209,             0.00999,                0.01,             0.91899,             0.00048,               2.457,                0.95,              0.1287,             0.04975,             0.44391,              1.0284,             0.80056,              1.0048,                 0.2,              4.8614,                   0,             0.01588,             0.61587,             0.39924,                   0,             0.08941,             0.49777,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8757
             0.06448,             0.41196,            0.079191,            0.059565,            0.018948,             0.01484,             0.10936,             0.00891,             0.01024,             0.91654,             0.00051,               3.043,             0.88706,             0.13243,             0.04414,             0.47229,              1.1805,              1.2303,              1.1176,                 0.2,              5.7557,                   0,             0.01588,              0.6637,             0.44405,                   0,             0.08749,             0.44782,                   0,                   0,                   0,                 0.5,             0.78098,                   0,                   0,              3.8466
            0.016538,             0.79697,            0.054854,            0.045835,            0.022547,            0.024304,            0.051508,             0.01026,                0.01,             0.83551,             0.00059,              2.5685,             0.91209,             0.10825,             0.05709,             0.24886,              1.0284,              1.0884,              1.0048,                 0.2,                3.66,                   0,             0.01588,               0.636,             0.39239,                   0,             0.07965,             0.45029,                   0,                   0,                   0,                 0.5,             0.61208,                   0,                   0,              4.0759
            0.074019,             0.38469,            0.064848,            0.051342,            0.021175,            0.011184,            0.078346,             0.01045,                0.01,             0.88658,             0.00048,              2.8278,             0.89485,             0.13983,             0.05359,             0.38696,              1.0073,             0.83255,              1.0048,                 0.2,              4.5022,                   0,             0.01555,             0.88062,             0.22859,                   0,             0.08793,             0.59135,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4657
              0.2861,             0.20606,            0.090486,            0.073094,            0.020018,            0.012998,              0.1001,              0.0091,                0.01,              0.8896,             0.00048,              2.8278,             0.94382,               0.119,             0.04919,             0.46442,               1.083,              1.0951,              0.8728,                 0.2,              4.8862,                   0,             0.01583,             0.69969,             0.42954,                   0,             0.08583,             0.47554,                   0,                   0,                   0,                 0.5,             0.87977,                   0,                   0,              3.3175
            0.018956,                 0.8,            0.077509,            0.060986,            0.019181,            0.013323,            0.094724,             0.00941,             0.01021,             0.88909,             0.00052,              3.1545,             0.91758,             0.11024,             0.04873,             0.47229,             0.99801,              1.1491,               0.958,                 0.2,              5.3442,                   0,             0.01667,             0.69283,             0.39924,                   0,             0.08793,             0.53367,                   0,                   0,                   0,                 0.5,             0.91757,                   0,                   0,              3.3565
            0.034712,             0.60365,            0.085451,            0.071492,            0.019164,            0.014645,            0.095906,             0.00984,             0.01058,             0.91036,             0.00052,              3.0162,             0.70416,             0.11683,             0.04873,             0.48027,             0.99801,              1.3467,               0.958,                 0.2,              5.6772,                   0,             0.01533,               0.649,             0.40813,                   0,             0.08793,             0.43659,                   0,                   0,                   0,                 0.5,             0.92876,                   0,                   0,              3.1504
            0.077952,             0.35758,            0.057947,            0.044551,             0.01968,            0.014204,            0.093614,             0.01093,             0.01021,             0.85808,             0.00052,               3.327,                0.95,             0.11522,             0.04584,             0.46394,             0.99801,              1.1369,              1.0049,                 0.2,              5.1222,                   0,             0.01911,             0.59411,             0.33334,                   0,             0.08793,             0.53303,                   0,                   0,                   0,                 0.5,             0.89288,                   0,                   0,              4.3343
             0.12748,             0.26364,            0.060818,            0.049915,            0.017125,            0.013246,            0.095968,             0.01021,             0.01094,             0.88909,             0.00054,              2.9157,             0.88789,             0.10565,             0.04161,             0.48943,              0.9697,              1.1336,               0.958,                 0.2,              5.3442,                   0,             0.01705,             0.68146,             0.40392,                   0,             0.08651,             0.48374,                   0,                   0,                   0,                 0.5,             0.92027,                   0,                   0,              3.9432
            0.082469,             0.53636,             0.11194,             0.08503,            0.013327,            0.011625,             0.15513,             0.00941,                0.01,             0.91052,             0.00049,              2.7324,             0.89789,             0.10446,             0.03004,             0.53602,              1.5695,              1.1125,               0.958,                 0.2,               6.174,                   0,             0.01566,             0.62869,             0.41728,                   0,             0.10535,             0.65912,                   0,                   0,                   0,                 0.5,             0.91085,                   0,                   0,              3.3565
